TrueDistance,PredictedDistance,RSSI
2.30,3.2148,-62.49
2.30,3.1880,-62.31
2.30,3.1747,-62.22
2.30,3.1614,-62.13
2.30,3.1910,-62.33
2.30,3.1702,-62.19
2.30,3.1584,-62.11
2.30,3.1510,-62.06
2.30,3.1392,-61.98
2.30,3.1274,-61.90
2.30,3.1569,-62.10
2.30,3.1806,-62.26
2.30,3.1614,-62.13
2.30,3.1481,-62.04
2.30,3.1776,-62.24
2.30,3.1584,-62.11
2.30,3.1880,-62.31
2.30,3.1628,-62.14
2.30,3.1495,-62.05
2.30,3.1377,-61.97
2.30,3.1673,-62.17
2.30,3.1540,-62.08
2.30,3.1836,-62.28
2.30,3.2118,-62.47
2.30,3.1910,-62.33
2.30,3.1776,-62.24
2.30,3.1999,-62.39
2.30,3.1791,-62.25
2.30,3.1658,-62.16
2.30,3.1599,-62.12
2.30,3.1525,-62.07
2.30,3.1407,-61.99
2.30,3.1584,-62.11
2.30,3.1333,-61.94
2.30,3.1643,-62.15
2.30,3.1984,-62.38
2.30,3.1776,-62.24
2.30,3.1658,-62.16
2.30,3.1940,-62.35
2.30,3.1673,-62.17
2.30,3.1555,-62.09
2.30,3.1422,-62.00
2.30,3.1776,-62.24
2.30,3.1584,-62.11
2.30,3.1466,-62.03
2.30,3.1348,-61.95
2.30,3.1643,-62.15
2.30,3.1510,-62.06
2.30,3.1392,-61.98
2.30,3.1628,-62.14
2.30,3.1925,-62.34
2.30,3.1658,-62.16
2.30,3.1540,-62.08
2.30,3.1762,-62.23
2.30,3.1628,-62.14
2.30,3.1510,-62.06
2.30,3.1392,-61.98
2.30,3.1628,-62.14
2.30,3.1495,-62.05
2.30,3.1377,-61.97
2.30,3.1260,-61.89
2.30,3.1569,-62.10
2.30,3.1377,-61.97
2.40,2.8143,-59.73
2.40,2.8271,-59.82
2.40,2.7932,-59.58
2.40,2.8129,-59.72
2.40,2.8256,-59.81
2.40,2.7932,-59.58
2.40,2.8186,-59.76
2.40,2.8426,-59.93
2.40,2.8540,-60.01
2.40,2.8143,-59.73
2.40,2.8327,-59.86
2.40,2.8455,-59.95
2.40,2.8115,-59.71
2.40,2.8299,-59.84
2.40,2.8426,-59.93
2.40,2.8143,-59.73
2.40,2.7875,-59.54
2.40,2.8016,-59.64
2.40,2.8256,-59.81
2.40,2.8497,-59.98
2.40,2.8611,-60.06
2.40,2.8271,-59.82
2.40,2.8512,-59.99
2.40,2.8625,-60.07
2.40,2.8725,-60.14
2.40,2.8384,-59.90
2.40,2.8554,-60.02
2.40,2.8214,-59.78
2.40,2.7946,-59.59
2.40,2.8200,-59.77
2.40,2.8327,-59.86
2.40,2.8044,-59.66
2.40,2.8228,-59.79
2.40,2.8412,-59.92
2.40,2.8540,-60.01
2.40,2.8200,-59.77
2.40,2.8441,-59.94
2.40,2.8554,-60.02
2.40,2.8668,-60.10
2.40,2.8313,-59.85
2.40,2.8554,-60.02
2.40,2.8271,-59.82
2.40,2.7946,-59.59
2.40,2.8186,-59.76
2.40,2.8313,-59.85
2.40,2.7988,-59.62
2.40,2.8115,-59.71
2.40,2.8299,-59.84
2.40,3.0265,-61.21
2.40,2.2162,-55.31
2.40,2.6896,-58.84
2.40,2.8299,-59.84
2.40,2.9039,-60.36
2.40,2.7552,-59.31
2.40,2.8412,-59.92
2.40,2.8839,-60.22
2.40,2.9154,-60.44
2.40,2.8271,-59.82
2.40,2.8739,-60.15
2.40,2.8996,-60.33
2.40,2.8327,-59.86
2.40,2.8696,-60.12
2.40,2.9125,-60.42
2.40,2.9283,-60.53
2.40,2.8640,-60.08
2.40,2.8910,-60.27
2.40,2.9068,-60.38
2.40,2.8512,-59.99
2.40,2.8768,-60.17
2.40,2.8910,-60.27
2.40,2.9053,-60.37
2.40,2.8640,-60.08
2.40,2.8853,-60.23
2.40,2.8996,-60.33
2.40,2.8455,-59.95
2.40,2.8668,-60.10
2.40,2.8810,-60.20
2.40,2.8384,-59.90
2.40,2.8455,-59.95
2.40,2.8129,-59.72
2.40,3.3272,-63.24
2.40,3.2416,-62.67
2.40,2.8426,-59.93
2.40,2.6439,-58.51
2.40,2.7932,-59.58
2.40,2.8497,-59.98
2.40,2.7286,-59.12
2.40,2.7974,-59.61
2.40,2.8682,-60.11
2.40,2.8953,-60.30
2.40,2.8115,-59.71
2.40,2.8526,-60.00
2.40,2.8753,-60.16
2.40,2.8953,-60.30
2.40,2.8398,-59.91
2.40,2.8810,-60.20
2.40,2.8129,-59.72
2.40,2.8341,-59.87
2.40,2.7819,-59.50
2.40,2.8115,-59.71
2.40,2.8469,-59.96
2.40,2.8625,-60.07
2.40,2.8157,-59.74
2.40,2.8412,-59.92
2.40,2.8483,-59.97
2.40,2.8640,-60.08
2.40,2.8200,-59.77
2.40,2.8497,-59.98
2.40,2.8640,-60.08
2.40,2.8299,-59.84
2.40,2.7833,-59.51
2.40,2.8073,-59.68
2.40,2.8214,-59.78
2.40,2.7847,-59.52
2.40,2.8129,-59.72
2.40,2.8271,-59.82
2.40,2.7974,-59.61
2.40,2.8115,-59.71
2.40,2.8256,-59.81
2.40,2.8398,-59.91
2.40,2.8101,-59.70
2.40,2.8356,-59.88
2.40,2.8483,-59.97
2.40,2.8186,-59.76
2.40,2.7903,-59.56
2.40,2.8172,-59.75
2.40,2.8299,-59.84
2.40,2.7960,-59.60
2.40,2.8214,-59.78
2.40,2.8398,-59.91
2.40,2.8526,-60.00
2.40,2.8753,-60.16
2.40,2.8868,-60.24
2.40,2.8968,-60.31
2.40,2.8654,-60.09
2.40,2.8825,-60.21
2.40,2.8939,-60.29
2.40,2.8568,-60.03
2.40,2.8285,-59.83
2.40,2.8398,-59.91
2.40,2.8059,-59.67
2.40,2.8313,-59.85
2.40,2.8497,-59.98
2.40,2.8611,-60.06
2.40,2.8256,-59.81
2.40,2.8497,-59.98
2.40,2.8611,-60.06
2.40,2.8725,-60.14
2.40,2.8441,-59.94
2.40,2.8611,-60.06
2.40,2.8725,-60.14
2.40,2.8882,-60.25
2.40,2.8526,-60.00
2.40,2.8696,-60.12
2.40,2.8810,-60.20
2.40,2.8455,-59.95
2.40,2.8115,-59.71
2.40,2.8299,-59.84
2.40,2.8426,-59.93
2.40,2.8087,-59.69
2.40,2.8327,-59.86
2.40,2.8568,-60.03
2.40,2.8682,-60.11
2.40,2.8327,-59.86
2.40,2.8568,-60.03
2.40,2.8682,-60.11
2.40,2.8327,-59.86
2.40,2.8512,-59.99
2.40,2.8625,-60.07
2.40,2.8341,-59.87
2.40,2.8059,-59.67
2.40,2.8242,-59.80
2.40,2.8370,-59.89
2.40,2.8157,-59.74
2.40,2.8341,-59.87
2.40,2.8512,-59.99
2.40,2.8625,-60.07
2.40,2.8285,-59.83
2.40,2.8526,-60.00
2.40,2.8640,-60.08
2.40,2.8739,-60.15
2.40,3.0995,-61.71
2.40,3.3302,-63.26
2.40,3.2431,-62.68
2.40,3.2581,-62.78
2.40,3.2297,-62.59
2.40,2.9844,-60.92
2.40,3.0571,-61.42
2.40,3.0702,-61.51
2.40,2.9513,-60.69
2.40,2.9888,-60.95
2.40,3.0047,-61.06
2.40,3.1201,-61.85
2.40,2.6068,-58.24
2.40,2.8157,-59.74
2.40,2.8939,-60.29
2.40,2.7203,-59.06
2.40,2.6054,-58.23
2.40,2.6994,-58.91
2.40,2.7538,-59.30
2.40,2.6855,-58.81
2.40,2.6178,-58.32
2.40,2.6785,-58.76
2.40,2.7063,-58.96
2.40,2.6495,-58.55
2.40,2.6966,-58.89
2.40,2.7286,-59.12
2.40,2.7566,-59.32
2.40,2.7161,-59.03
2.40,2.7608,-59.35
2.40,2.7833,-59.51
2.40,2.7300,-59.13
2.40,2.7692,-59.41
2.40,2.7889,-59.55
2.40,2.7538,-59.30
2.40,2.7147,-59.02
2.40,2.7510,-59.28
2.40,2.7133,-59.01
2.40,2.7482,-59.26
2.40,2.7678,-59.40
2.40,2.7314,-59.14
2.40,2.7566,-59.32
2.40,2.7805,-59.49
2.40,2.7974,-59.61
2.40,2.7608,-59.35
2.40,2.7847,-59.52
2.40,2.7552,-59.31
2.40,2.7286,-59.12
2.40,2.7594,-59.34
2.40,2.7749,-59.45
2.40,2.7426,-59.22
2.40,2.7594,-59.34
2.40,2.7272,-59.11
2.40,2.7496,-59.27
2.40,2.7664,-59.39
2.40,2.7398,-59.20
2.40,2.7105,-58.99
2.40,2.7328,-59.15
2.40,2.7496,-59.27
2.40,2.7189,-59.05
2.40,2.7426,-59.22
2.40,2.7692,-59.41
2.40,2.7847,-59.52
2.40,2.7524,-59.29
2.40,2.7692,-59.41
2.40,2.7889,-59.55
2.40,2.8030,-59.65
2.40,2.7706,-59.42
2.40,2.7918,-59.57
2.40,2.8059,-59.67
2.40,2.8186,-59.76
2.40,2.7861,-59.53
2.40,2.8172,-59.75
2.40,2.8299,-59.84
2.40,2.8016,-59.64
2.40,2.8271,-59.82
2.40,2.7946,-59.59
2.40,2.8129,-59.72
2.40,2.8256,-59.81
2.40,2.8384,-59.90
2.40,2.8115,-59.71
2.40,2.8299,-59.84
2.40,2.8483,-59.97
2.40,2.8143,-59.73
2.40,2.7875,-59.54
2.40,2.8059,-59.67
2.40,2.7749,-59.45
2.40,2.8002,-59.63
2.40,2.8129,-59.72
2.40,2.7819,-59.50
2.40,2.8016,-59.64
2.40,2.8143,-59.73
2.40,2.7819,-59.50
2.40,2.7566,-59.32
2.40,2.7777,-59.47
2.40,2.7918,-59.57
2.40,2.7608,-59.35
2.40,2.7300,-59.13
2.40,2.7468,-59.25
2.40,2.7230,-59.08
2.40,2.7496,-59.27
2.40,2.7650,-59.38
2.40,2.7805,-59.49
2.40,2.7552,-59.31
2.40,2.7763,-59.46
2.40,2.7903,-59.56
2.40,2.8044,-59.66
2.40,2.7721,-59.43
2.40,2.7918,-59.57
2.40,2.7664,-59.39
2.40,2.7861,-59.53
2.40,2.8002,-59.63
2.40,2.8256,-59.81
2.40,2.8426,-59.93
2.40,2.8101,-59.70
2.40,2.8285,-59.83
2.40,2.8412,-59.92
2.40,2.8073,-59.68
2.40,2.8256,-59.81
2.40,2.8384,-59.90
2.50,3.0761,-61.55
2.50,3.1039,-61.74
2.50,3.1407,-61.99
2.50,3.0863,-61.62
2.50,3.1304,-61.92
2.50,3.1732,-62.21
2.50,3.1186,-61.84
2.50,3.0658,-61.48
2.50,3.0980,-61.70
2.50,3.1422,-62.00
2.50,3.0892,-61.64
2.50,3.0381,-61.29
2.50,3.0658,-61.48
2.50,3.1098,-61.78
2.50,3.0585,-61.43
2.50,3.0790,-61.57
2.50,3.1054,-61.75
2.50,3.1481,-62.04
2.50,3.1717,-62.20
2.50,3.2118,-62.47
2.50,3.1495,-62.05
2.50,3.1732,-62.21
2.50,3.1127,-61.80
2.50,3.1377,-61.97
2.50,3.1791,-62.25
2.50,3.1245,-61.88
2.50,3.1495,-62.05
2.50,3.1836,-62.28
2.50,3.2237,-62.55
2.50,3.2506,-62.73
2.50,3.2821,-62.94
2.50,3.2222,-62.54
2.50,3.1658,-62.16
2.50,3.1895,-62.32
2.50,3.2222,-62.54
2.50,3.1658,-62.16
2.50,3.1821,-62.27
2.50,3.2222,-62.54
2.50,3.1658,-62.16
2.50,3.1836,-62.28
2.50,3.2044,-62.42
2.50,3.2446,-62.69
2.50,3.1865,-62.30
2.50,3.2088,-62.45
2.50,3.1525,-62.07
2.50,3.1702,-62.19
2.50,3.2103,-62.46
2.50,3.1540,-62.08
2.50,3.1776,-62.24
2.50,3.1999,-62.39
2.50,3.2386,-62.65
2.50,3.1821,-62.27
2.50,3.2044,-62.42
2.50,3.2431,-62.68
2.50,3.2745,-62.89
2.50,3.2103,-62.46
2.50,3.2252,-62.56
2.50,3.2641,-62.82
2.50,3.2044,-62.42
2.50,3.1495,-62.05
2.50,3.1717,-62.20
2.50,3.2133,-62.48
2.50,3.1569,-62.10
2.50,3.1791,-62.25
2.50,3.1955,-62.36
2.50,3.2356,-62.63
2.50,3.1717,-62.20
2.50,3.1836,-62.28
2.50,3.2222,-62.54
2.50,3.1658,-62.16
2.50,3.1717,-62.20
2.50,3.2178,-62.51
2.50,3.1614,-62.13
2.50,3.1010,-61.72
2.50,3.1201,-61.85
2.50,3.1688,-62.18
2.50,3.1142,-61.81
2.50,3.1274,-61.90
2.50,3.1392,-61.98
2.50,3.1806,-62.26
2.50,3.1851,-62.29
2.50,3.2371,-62.64
2.50,3.2821,-62.94
2.50,3.2222,-62.54
2.50,3.2312,-62.60
2.50,3.2686,-62.85
2.50,3.2044,-62.42
2.50,3.1422,-62.00
2.50,3.1599,-62.12
2.50,3.2073,-62.44
2.50,3.1510,-62.06
2.50,3.1688,-62.18
2.50,3.2088,-62.45
2.50,3.1525,-62.07
2.50,3.1702,-62.19
2.50,3.2044,-62.42
2.50,3.1436,-62.01
2.50,3.0907,-61.65
2.50,3.1098,-61.78
2.50,3.1525,-62.07
2.50,3.0995,-61.71
2.50,3.0483,-61.36
2.50,3.0922,-61.66
2.50,3.0425,-61.32
2.50,3.0571,-61.42
2.50,3.0966,-61.69
2.50,3.1392,-61.98
2.50,3.0804,-61.58
2.50,3.1010,-61.72
2.50,3.1436,-62.01
2.50,3.0907,-61.65
2.50,3.1098,-61.78
2.50,3.1525,-62.07
2.50,3.0995,-61.71
2.50,3.1245,-61.88
2.50,3.1422,-62.00
2.50,3.1776,-62.24
2.50,3.1230,-61.87
2.50,3.1599,-62.12
2.50,3.1999,-62.39
2.50,3.1451,-62.02
2.50,3.1628,-62.14
2.50,3.1969,-62.37
2.50,3.1363,-61.96
2.50,3.0834,-61.60
2.50,3.1039,-61.74
2.50,3.1407,-61.99
2.50,3.0878,-61.63
2.50,3.1127,-61.80
2.50,3.1495,-62.05
2.50,3.0966,-61.69
2.50,3.1157,-61.82
2.50,3.1525,-62.07
2.50,3.1925,-62.34
2.50,3.1377,-61.97
2.50,3.1732,-62.21
2.50,3.1186,-61.84
2.50,3.0614,-61.45
2.50,3.0819,-61.59
2.50,3.1260,-61.89
2.50,3.0731,-61.53
2.50,3.0878,-61.63
2.50,3.1024,-61.73
2.50,3.1392,-61.98
2.50,3.0863,-61.62
2.50,3.1054,-61.75
2.50,3.1422,-62.00
2.50,3.0834,-61.60
2.50,3.1039,-61.74
2.50,3.1407,-61.99
2.50,3.0878,-61.63
2.50,3.0381,-61.29
2.50,3.0585,-61.43
2.50,3.1039,-61.74
2.50,3.0527,-61.39
2.50,3.0673,-61.49
2.50,3.1054,-61.75
2.50,3.1422,-62.00
2.50,3.1599,-62.12
2.50,3.1955,-62.36
2.50,3.1392,-61.98
2.50,3.0804,-61.58
2.50,3.0951,-61.68
2.50,3.1377,-61.97
2.50,3.0848,-61.61
2.50,3.1054,-61.75
2.50,3.1481,-62.04
2.50,3.1895,-62.32
2.50,3.1333,-61.94
2.50,3.1525,-62.07
2.50,3.1865,-62.30
2.50,3.2267,-62.57
2.50,3.1702,-62.19
2.50,3.1806,-62.26
2.50,3.2207,-62.53
2.50,3.1643,-62.15
2.50,3.2044,-62.42
2.50,3.1318,-61.93
2.50,3.1495,-62.05
2.50,3.1673,-62.17
2.50,3.2014,-62.40
2.50,3.1407,-61.99
2.50,3.1525,-62.07
2.50,3.1865,-62.30
2.50,3.1260,-61.89
2.50,3.1451,-62.02
2.50,3.1851,-62.29
2.50,3.2252,-62.56
2.50,3.1688,-62.18
2.50,3.1732,-62.21
2.50,3.2073,-62.44
2.50,3.1466,-62.03
2.50,3.0936,-61.67
2.50,3.1068,-61.76
2.50,3.1436,-62.01
2.50,3.0848,-61.61
2.50,3.1039,-61.74
2.50,3.1230,-61.87
2.50,3.1599,-62.12
2.50,3.1054,-61.75
2.50,3.1186,-61.84
2.50,3.1614,-62.13
2.50,3.1024,-61.73
2.50,3.1215,-61.86
2.50,3.1628,-62.14
2.50,3.1098,-61.78
2.50,3.1525,-62.07
2.50,3.0980,-61.70
2.50,3.1289,-61.91
2.50,3.1599,-62.12
2.50,3.1940,-62.35
2.50,3.1333,-61.94
2.50,3.1451,-62.02
2.50,3.1806,-62.26
2.50,3.2207,-62.53
2.50,3.1643,-62.15
2.50,3.1865,-62.30
2.50,3.2267,-62.57
2.50,3.1702,-62.19
2.50,3.1157,-61.82
2.50,3.1348,-61.95
2.50,3.1702,-62.19
2.50,3.1157,-61.82
2.50,3.1348,-61.95
2.50,3.1525,-62.07
2.50,3.1940,-62.35
2.50,3.1377,-61.97
2.50,3.1569,-62.10
2.50,3.1969,-62.37
2.50,3.2312,-62.60
2.50,3.1732,-62.21
2.50,3.1895,-62.32
2.50,3.2237,-62.55
2.50,3.1673,-62.17
2.50,3.1127,-61.80
2.50,3.1318,-61.93
2.50,3.1673,-62.17
2.50,3.1142,-61.81
2.50,3.0629,-61.46
2.50,3.0834,-61.60
2.50,3.1260,-61.89
2.50,3.0746,-61.54
2.50,3.0951,-61.68
2.50,3.1318,-61.93
2.50,3.1732,-62.21
2.50,3.1186,-61.84
2.50,3.1377,-61.97
2.50,3.0848,-61.61
2.50,3.0352,-61.27
2.50,3.0512,-61.38
2.50,3.0775,-61.56
2.50,3.0980,-61.70
2.50,3.0468,-61.35
2.50,3.0746,-61.54
2.50,3.1112,-61.79
2.50,3.0600,-61.44
2.50,3.0819,-61.59
2.50,3.1186,-61.84
2.50,3.1614,-62.13
2.50,3.1010,-61.72
2.50,3.1201,-61.85
2.50,3.1569,-62.10
2.50,3.1039,-61.74
2.50,3.0527,-61.39
2.50,3.0731,-61.53
2.50,3.1171,-61.83
2.50,3.0600,-61.44
2.50,3.0804,-61.58
2.50,3.1010,-61.72
2.50,3.1377,-61.97
2.50,3.0848,-61.61
2.50,3.0980,-61.70
2.50,3.1363,-61.96
2.50,3.0834,-61.60
2.50,3.1024,-61.73
2.50,3.1392,-61.98
2.50,3.0878,-61.63
2.50,3.0367,-61.28
2.50,3.0585,-61.43
2.50,3.1024,-61.73
2.50,3.1333,-61.94
2.50,3.1510,-62.06
2.50,3.1865,-62.30
2.50,3.1318,-61.93
2.50,3.1555,-62.09
2.50,3.1910,-62.33
2.50,3.1304,-61.92
2.50,3.1540,-62.08
2.50,3.1955,-62.36
2.50,3.1392,-61.98
2.50,3.0863,-61.62
2.50,3.1127,-61.80
2.50,3.1495,-62.05
2.50,3.0892,-61.64
2.50,3.1098,-61.78
2.50,3.1466,-62.03
2.50,3.0936,-61.67
2.50,3.1127,-61.80
2.50,3.1495,-62.05
2.50,3.0966,-61.69
2.60,3.6644,-65.43
2.60,3.6080,-65.07
2.60,3.5273,-64.55
2.60,3.6174,-65.13
2.60,3.5707,-64.83
2.60,3.5273,-64.55
2.60,3.6174,-65.13
2.60,3.5660,-64.80
2.60,3.4934,-64.33
2.60,3.4351,-63.95
2.60,3.4045,-63.75
2.60,3.3453,-63.36
2.60,4.7679,-72.07
2.60,5.0073,-73.42
2.60,4.2742,-69.19
2.60,3.7559,-66.01
2.60,4.0376,-67.76
2.60,3.8323,-66.49
2.60,3.5956,-64.99
2.60,3.4995,-64.37
2.60,3.6864,-65.57
2.60,2.9556,-60.72
2.60,2.7777,-59.47
2.60,2.7133,-59.01
2.60,3.2701,-62.86
2.60,3.1865,-62.30
2.60,3.0585,-61.43
2.60,3.3453,-63.36
2.60,3.2821,-62.94
2.60,3.2327,-62.61
2.60,3.1466,-62.03
2.60,3.1186,-61.84
2.60,3.0687,-61.50
2.60,3.0149,-61.13
2.60,2.9685,-60.81
2.60,4.7346,-71.88
2.60,5.0702,-73.77
2.60,2.9268,-60.52
2.60,2.6980,-58.90
2.60,3.3924,-63.67
2.60,3.2581,-62.78
2.60,3.1201,-61.85
2.60,3.0761,-61.55
2.60,2.9815,-60.90
2.60,3.2237,-62.55
2.60,3.1806,-62.26
2.60,3.0863,-61.62
2.60,3.0498,-61.37
2.60,3.2267,-62.57
2.60,3.1584,-62.11
2.60,3.1348,-61.95
2.60,3.1024,-61.73
2.60,3.0848,-61.61
2.60,3.0790,-61.57
2.60,3.0367,-61.28
2.60,3.1599,-62.12
2.60,3.1407,-61.99
2.60,3.0995,-61.71
2.60,3.0600,-61.44
2.60,4.7399,-71.91
2.60,3.8243,-66.44
2.60,3.3605,-63.46
2.60,3.7543,-66.00
2.60,3.5707,-64.83
2.60,3.3726,-63.54
2.60,3.6236,-65.17
2.60,3.5227,-64.52
2.60,3.3924,-63.67
2.60,3.2881,-62.98
2.60,3.4611,-64.12
2.60,3.3665,-63.50
2.60,3.4980,-64.36
2.60,2.8327,-59.86
2.60,2.5862,-58.09
2.60,3.3544,-63.42
2.60,3.7876,-66.21
2.60,3.5971,-65.00
2.60,3.3696,-63.52
2.60,3.5987,-65.01
2.60,3.5011,-64.38
2.60,3.4244,-63.88
2.60,3.3016,-63.07
2.60,3.4734,-64.20
2.60,3.4167,-63.83
2.60,3.3197,-63.19
2.60,3.2356,-62.63
2.60,4.9163,-72.91
2.60,3.8371,-66.52
2.60,3.3212,-63.20
2.60,3.7606,-66.04
2.60,4.0425,-67.79
2.60,3.8099,-66.35
2.60,2.4803,-57.31
2.60,3.5940,-64.98
2.60,4.0474,-67.82
2.60,3.7068,-65.70
2.60,3.4427,-64.00
2.60,3.6974,-65.64
2.60,3.5505,-64.70
2.60,3.3817,-63.60
2.60,3.2701,-62.86
2.60,3.4427,-64.00
2.60,3.3711,-63.53
2.60,3.2716,-62.87
2.60,3.4091,-63.78
2.60,3.3650,-63.49
2.60,3.2821,-62.94
2.60,3.3878,-63.64
2.60,3.4841,-64.27
2.60,3.4412,-63.99
2.60,3.5180,-64.49
2.60,3.4764,-64.22
2.60,3.4305,-63.92
2.60,3.3711,-63.53
2.60,3.4412,-63.99
2.60,3.4015,-63.73
2.60,3.3635,-63.48
2.60,3.3061,-63.10
2.60,3.3893,-63.65
2.60,3.3620,-63.47
2.60,3.3001,-63.06
2.60,2.4093,-56.78
2.60,3.6190,-65.14
2.60,3.4183,-63.84
2.60,3.1348,-61.95
2.60,3.4000,-63.72
2.60,3.3317,-63.27
2.60,3.1984,-62.38
2.60,3.3605,-63.46
2.60,3.3182,-63.18
2.60,3.2851,-62.96
2.60,3.1865,-62.30
2.60,3.2881,-62.98
2.60,3.2506,-62.73
2.60,3.1614,-62.13
2.60,3.0848,-61.61
2.60,3.1821,-62.27
2.60,3.1688,-62.18
2.60,3.1112,-61.79
2.60,3.1039,-61.74
2.60,3.0541,-61.40
2.60,3.1260,-61.89
2.60,3.1274,-61.90
2.60,3.0966,-61.69
2.60,3.0439,-61.33
2.60,3.1245,-61.88
2.60,3.1186,-61.84
2.60,3.0761,-61.55
2.60,3.1436,-62.01
2.60,3.2088,-62.45
2.60,3.1984,-62.38
2.60,3.1540,-62.08
2.60,3.2148,-62.49
2.60,3.2044,-62.42
2.60,3.2626,-62.81
2.60,2.1570,-54.85
2.60,2.1660,-54.92
2.60,2.8968,-60.31
2.60,2.8853,-60.23
2.60,2.7692,-59.41
2.60,4.3363,-69.56
2.60,4.3700,-69.76
2.60,3.9142,-67.00
2.60,3.4596,-64.11
2.60,3.3665,-63.50
2.60,3.1584,-62.11
2.60,3.1348,-61.95
2.60,3.0980,-61.70
2.60,3.0047,-61.06
2.60,3.1392,-61.98
2.60,3.1112,-61.79
2.60,3.0236,-61.19
2.60,3.1540,-62.08
2.60,3.1304,-61.92
2.60,3.2506,-62.73
2.60,3.1806,-62.26
2.60,3.1584,-62.11
2.60,3.1010,-61.72
2.60,3.0863,-61.62
2.60,3.0279,-61.22
2.60,2.9844,-60.92
2.60,3.0907,-61.65
2.60,3.0775,-61.56
2.60,3.0265,-61.21
2.60,3.1098,-61.78
2.60,3.1940,-62.35
2.60,3.1762,-62.23
2.60,3.1304,-61.92
2.60,3.2178,-62.51
2.60,3.1925,-62.34
2.60,3.1688,-62.18
2.60,3.1274,-61.90
2.60,3.2088,-62.45
2.60,3.1851,-62.29
2.60,3.1436,-62.01
2.60,3.1039,-61.74
2.60,3.1776,-62.24
2.60,3.1569,-62.10
2.60,3.1171,-61.83
2.60,3.1895,-62.32
2.60,3.1673,-62.17
2.60,3.1422,-62.00
2.60,3.0980,-61.70
2.60,3.1688,-62.18
2.60,3.1540,-62.08
2.60,3.1171,-61.83
2.60,3.0819,-61.59
2.60,3.1451,-62.02
2.60,3.1201,-61.85
2.60,3.0848,-61.61
2.60,3.1481,-62.04
2.60,3.2088,-62.45
2.60,3.1880,-62.31
2.60,3.1495,-62.05
2.60,3.2163,-62.50
2.60,3.1940,-62.35
2.60,3.1569,-62.10
2.60,3.2163,-62.50
2.60,3.2014,-62.40
2.60,3.1628,-62.14
2.60,3.2103,-62.46
2.60,3.1895,-62.32
2.60,3.1510,-62.06
2.60,3.2044,-62.42
2.60,3.1836,-62.28
2.60,3.1466,-62.03
2.60,3.2059,-62.43
2.60,3.1910,-62.33
2.60,3.1540,-62.08
2.60,3.2073,-62.44
2.60,3.1865,-62.30
2.60,3.1436,-62.01
2.60,3.1083,-61.77
2.60,3.1747,-62.22
2.60,3.1614,-62.13
2.60,3.1245,-61.88
2.60,3.1851,-62.29
2.60,3.2252,-62.56
2.60,3.2088,-62.45
2.60,3.1717,-62.20
2.60,3.2297,-62.59
2.60,3.2073,-62.44
2.60,3.1940,-62.35
2.60,3.1555,-62.09
2.60,3.2088,-62.45
2.60,3.1940,-62.35
2.60,3.1569,-62.10
2.60,3.2207,-62.53
2.60,3.2059,-62.43
2.60,3.1673,-62.17
2.60,3.1377,-61.97
2.60,3.1910,-62.33
2.60,3.1717,-62.20
2.60,3.1348,-61.95
2.60,3.1940,-62.35
2.60,3.1747,-62.22
2.60,3.1318,-61.93
2.60,3.1201,-61.85
2.60,3.0863,-61.62
2.60,3.1466,-62.03
2.60,3.1348,-61.95
2.60,3.1171,-61.83
2.60,3.0834,-61.60
2.60,3.1436,-62.01
2.60,3.1260,-61.89
2.60,3.0922,-61.66
2.60,3.0585,-61.43
2.60,3.0512,-61.38
2.60,3.0134,-61.12
2.60,3.0717,-61.52
2.60,3.1318,-61.93
2.60,3.1157,-61.82
2.60,3.0804,-61.58
2.60,3.1422,-62.00
2.60,3.1245,-61.88
2.60,3.0907,-61.65
2.60,3.0746,-61.54
2.60,3.0425,-61.32
2.60,3.0119,-61.11
2.60,3.0746,-61.54
2.60,3.1304,-61.92
2.60,3.1895,-62.32
2.60,3.1702,-62.19
2.60,3.1333,-61.94
2.60,3.1984,-62.38
2.60,3.2566,-62.77
2.60,3.2282,-62.58
2.60,3.1880,-62.31
2.60,3.2461,-62.70
2.60,2.8654,-60.09
2.60,2.7946,-59.59
2.60,2.5931,-58.14
2.60,4.3447,-69.61
2.60,3.5567,-64.74
2.60,3.1392,-61.98
2.60,2.9297,-60.54
2.60,2.8868,-60.24
2.60,2.7875,-59.54
2.60,3.0425,-61.32
2.60,3.2596,-62.79
2.70,3.0061,-61.07
2.70,3.3408,-63.33
2.70,3.1984,-62.38
2.70,3.0717,-61.52
2.70,3.0644,-61.47
2.70,3.2790,-62.92
2.70,3.1821,-62.27
2.70,3.1673,-62.17
2.70,3.3635,-63.48
2.70,3.2745,-62.89
2.70,3.4366,-63.96
2.70,3.3499,-63.39
2.70,3.3272,-63.24
2.70,3.4611,-64.12
2.70,2.2904,-55.88
2.70,2.6688,-58.69
2.70,3.5629,-64.78
2.70,3.2059,-62.43
2.70,3.1643,-62.15
2.70,3.5847,-64.92
2.70,3.9013,-66.92
2.70,3.6628,-65.42
2.70,3.5847,-64.92
2.70,3.8131,-66.37
2.70,3.6581,-65.39
2.70,3.5026,-64.39
2.70,3.4596,-64.11
2.70,3.6252,-65.18
2.70,3.5211,-64.51
2.70,3.4841,-64.27
2.70,3.4397,-63.98
2.70,2.3179,-56.09
2.70,2.6205,-58.34
2.70,3.5753,-64.86
2.70,3.2133,-62.48
